time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452350000	nan	nan	nan	nan	nan	radar	nan	5.87397	19.301	5.04219	19.157	3.46027	1.40805
1477010452400000	nan	nan	nan	nan	nan	lidar	nan	4.89149	18.982	4.8363	19.015	3.48513	1.39811
1477010452450000	nan	nan	nan	nan	nan	radar	nan	3.98679	19.0452	4.63297	18.8689	3.50982	1.38765
1477010452500000	nan	nan	nan	nan	nan	lidar	nan	4.4685	18.834	4.43224	18.7188	3.53435	1.37667
1477010452550000	nan	nan	nan	nan	nan	radar	nan	4.69245	18.4634	4.23416	18.5648	3.5587	1.36519
1477010452600000	nan	nan	nan	nan	nan	lidar	nan	4.26269	18.481	4.03876	18.4071	3.58287	1.35319
1477010452650000	nan	nan	nan	nan	nan	radar	nan	3.42433	18.8357	3.84606	18.2457	3.60683	1.34069
1477010452700000	nan	nan	nan	nan	nan	lidar	nan	3.45919	18.167	3.65611	18.0807	3.6306	1.32767
1477010452750000	nan	nan	nan	nan	nan	radar	nan	4.3011	17.9267	3.46891	17.9122	3.65415	1.31415
1477010452800000	nan	nan	nan	nan	nan	lidar	nan	3.12525	17.7493	3.28449	17.7402	3.67748	1.30013
1477010452850000	nan	nan	nan	nan	nan	radar	nan	2.65664	17.888	3.10287	17.565	3.70057	1.2856
1477010452900000	nan	nan	nan	nan	nan	lidar	nan	2.9449	17.8154	2.92405	17.3866	3.72343	1.27057
1477010452950000	nan	nan	nan	nan	nan	radar	nan	3.26647	17.0897	2.74805	17.2051	3.74603	1.25505
1477010453000000	nan	nan	nan	nan	nan	lidar	nan	2.55407	17.0853	2.57486	17.0205	3.76838	1.23904
1477010453050000	nan	nan	nan	nan	nan	radar	nan	2.55039	16.8884	2.4045	16.833	3.79045	1.22254
1477010453100000	nan	nan	nan	nan	nan	lidar	nan	2.25371	16.8334	2.23695	16.6427	3.81225	1.20556
1477010453150000	nan	nan	nan	nan	nan	radar	nan	1.57735	16.0489	2.07221	16.4497	3.83377	1.1881
1477010453200000	nan	nan	nan	nan	nan	lidar	nan	1.88972	16.1054	1.91027	16.2539	3.85499	1.17016
1477010453250000	nan	nan	nan	nan	nan	radar	nan	1.74363	16.2687	1.75112	16.0557	3.8759	1.15175
1477010453300000	nan	nan	nan	nan	nan	lidar	nan	1.44745	16.0853	1.59474	15.8549	3.8965	1.13288
1477010453350000	nan	nan	nan	nan	nan	radar	nan	1.6097	15.5526	1.44111	15.6517	3.91678	1.11355
1477010453400000	nan	nan	nan	nan	nan	lidar	nan	1.18395	15.4284	1.29021	15.4463	3.93673	1.09376
1477010453450000	nan	nan	nan	nan	nan	radar	nan	0.828993	15.528	1.14201	15.2386	3.95633	1.07353
1477010453500000	nan	nan	nan	nan	nan	lidar	nan	0.722706	15.0075	0.996486	15.0288	3.97559	1.05286
1477010453550000	nan	nan	nan	nan	nan	radar	nan	1.03147	15.2134	0.853604	14.8169	3.99449	1.03175
1477010453600000	nan	nan	nan	nan	nan	lidar	nan	0.737301	14.7047	0.71333	14.603	4.01303	1.01022
1477010453650000	nan	nan	nan	nan	nan	radar	nan	0.722177	14.2445	0.575628	14.3872	4.03118	0.988266
1477010453700000	nan	nan	nan	nan	nan	lidar	nan	0.253435	14.2028	0.440459	14.1696	4.04896	0.965901
1477010453750000	nan	nan	nan	nan	nan	radar	nan	-0.0328025	13.9604	0.307779	13.9502	4.06635	0.943133
1477010453800000	nan	nan	nan	nan	nan	lidar	nan	0.459172	13.6856	0.177545	13.7292	4.08333	0.919968
1477010453850000	nan	nan	nan	nan	nan	radar	nan	0.0524417	13.6377	0.0497099	13.5065	4.09991	0.896416
1477010453900000	nan	nan	nan	nan	nan	lidar	nan	-0.190344	13.2856	-0.0757753	13.2823	4.11607	0.872484
1477010453950000	nan	nan	nan	nan	nan	radar	nan	-0.275042	13.1456	-0.198962	13.0566	4.13181	0.848183
1477010454000000	nan	nan	nan	nan	nan	lidar	nan	0.0462308	12.9301	-0.319903	12.8295	4.14712	0.82352
1477010454050000	nan	nan	nan	nan	nan	radar	nan	-0.684792	12.3563	-0.438654	12.6011	4.16199	0.798506
1477010454100000	nan	nan	nan	nan	nan	lidar	nan	-0.476482	12.3633	-0.555273	12.3714	4.17641	0.773149
1477010454150000	nan	nan	nan	nan	nan	radar	nan	-0.972122	12.5207	-0.669817	12.1404	4.19038	0.747461
1477010454200000	nan	nan	nan	nan	nan	lidar	nan	-0.582624	12.0386	-0.78235	11.9083	4.20389	0.721451
1477010454250000	nan	nan	nan	nan	nan	radar	nan	-1.26757	11.6495	-0.892931	11.6751	4.21694	0.695129
1477010454300000	nan	nan	nan	nan	nan	lidar	nan	-1.17212	11.3988	-1.00163	11.4409	4.22951	0.668505
1477010454350000	nan	nan	nan	nan	nan	radar	nan	-0.891441	10.959	-1.1085	11.2057	4.2416	0.641592
1477010454400000	nan	nan	nan	nan	nan	lidar	nan	-1.39289	11.0424	-1.21362	10.9695	4.25321	0.614399
